player_id,rank_tier,win,lose,mmr_estimate
2432354,45.0,1235,1246,3144.0
2433331,72.0,2097,2019,4451.0
2434347,71.0,1954,1717,3717.0
2440283,64.0,3838,3683,4243.0
2441770,,18,26,4457.0
2462747,73.0,1038,891,4355.0
2491317,80.0,2721,2530,4506.0
2492592,41.0,689,537,2863.0
2534953,35.0,674,639,2885.0
2552528,44.0,1628,1636,3428.0
2553754,80.0,4806,3142,4809.0
2577608,80.0,3404,3289,4368.0
2583364,62.0,816,767,3570.0
2584036,35.0,3003,3124,2388.0
2584202,74.0,1227,1056,5212.0
2618804,80.0,1884,1768,4357.0
2625019,43.0,1365,1358,2794.0
2637065,43.0,3256,3368,3363.0
2665893,,0,1,5288.0
2687997,65.0,3591,3313,4271.0
2717411,31.0,3639,3743,2950.0
2727612,,431,410,4121.0
2744346,,1669,1464,4438.0
2759404,23.0,2215,2250,2274.0
2772577,80.0,1549,1350,4203.0
2772943,80.0,1596,1566,4637.0
2774752,80.0,5907,5864,4167.0
2824748,55.0,1993,2010,3750.0
2843510,32.0,3480,3493,2855.0
2845322,80.0,5626,5199,4813.0
2879592,43.0,2902,3045,3571.0
2885068,44.0,1807,1851,3138.0
2938296,74.0,3594,3547,4070.0
2940747,22.0,2274,2422,2419.0
2965590,33.0,1528,1615,3221.0
2970933,53.0,5451,5277,3568.0
2976371,80.0,4416,4680,4080.0
2979820,80.0,6198,5662,5067.0
3012120,41.0,1023,1027,3103.0
3018388,43.0,2048,2132,3598.0
3054637,62.0,1026,904,3566.0
3055015,31.0,464,507,2987.0
3092009,52.0,161,158,3510.0
3099111,55.0,2214,2246,3575.0
3105213,80.0,4175,3965,4797.0
3131298,51.0,1167,1150,2977.0
3137882,51.0,3519,3493,3360.0
3162811,44.0,789,647,3182.0
3165951,80.0,4803,4189,5068.0
3167303,33.0,1262,1231,3132.0
3199518,65.0,905,990,4130.0
3204650,61.0,3687,3601,3420.0
3212831,42.0,1506,1525,3430.0
3219924,43.0,3412,3414,3519.0
3224518,80.0,5570,5449,4500.0
3227941,73.0,4929,4476,4982.0
3231124,80.0,9834,9117,4354.0
3233664,65.0,2887,2821,3885.0
3282804,80.0,4318,4055,4374.0
3292479,80.0,5267,2952,4951.0
3300990,80.0,2075,2006,4990.0
3321510,61.0,2281,2022,4249.0
3349347,52.0,2174,2093,3653.0
3380835,31.0,4042,4031,3066.0
3386257,80.0,4052,3930,3907.0
3387439,44.0,1205,1015,3215.0
3404137,74.0,3609,3557,3917.0
3450534,80.0,4591,4358,4196.0
3479207,80.0,2713,2481,4668.0
3509059,53.0,766,846,3661.0
3528958,,661,631,3448.0
3531827,31.0,1683,1664,2745.0
3532445,35.0,4671,4655,2821.0
3573436,80.0,2298,2041,4936.0
3591053,73.0,5483,3806,4165.0
3612872,43.0,2691,2627,3391.0
3640573,,1311,1341,3248.0
3659726,25.0,2485,2655,3766.0
3660951,,598,657,2211.0
3682695,44.0,3897,3954,3261.0
3694707,35.0,2068,2101,3127.0
3694811,80.0,564,317,4255.0
3722065,42.0,1714,1559,3182.0
3745735,80.0,1597,1448,4632.0
3760495,55.0,2304,2028,4537.0
3789175,72.0,777,627,4026.0
3816638,75.0,3665,3390,4237.0
3820248,43.0,4905,4643,3037.0
3842975,55.0,432,415,3430.0
3852308,51.0,1733,1630,3471.0
3876136,71.0,2060,1851,4687.0
3897047,73.0,2396,2270,4178.0
3916428,80.0,1580,1109,7275.0
3940262,80.0,6970,4996,7358.0
3995635,53.0,2114,2027,3209.0
4008035,71.0,2677,2826,3681.0
4067951,31.0,1228,1290,1774.0
4137516,64.0,3885,3844,4102.0
4140317,54.0,1738,1630,3543.0
4141535,54.0,205,170,3725.0
4181019,80.0,510,401,4706.0
4205760,73.0,2340,2180,4188.0
4211480,71.0,3405,2528,5455.0
4226336,65.0,6571,6366,3865.0
4253405,71.0,559,457,4194.0
4268252,25.0,81,96,2341.0
4281729,80.0,7541,7053,4708.0
4344452,80.0,6404,6164,5132.0
4345102,21.0,2920,3123,3115.0
4353864,61.0,3956,4024,4156.0
4449247,71.0,70,43,3326.0
4451744,34.0,2492,2476,2802.0
4464773,51.0,4027,3914,3332.0
4474920,45.0,2167,2201,3518.0
4486715,80.0,3080,2943,4653.0
4525031,74.0,1612,1470,4020.0
4531584,35.0,3050,2995,3609.0
4546888,42.0,2873,2927,3533.0
4578757,34.0,2475,2402,2805.0
4579191,55.0,2606,2502,3724.0
4613220,23.0,1538,1565,2409.0
4638606,72.0,1932,1844,4437.0
4647569,32.0,4563,4619,3215.0
4667868,80.0,3492,2961,5029.0
4740972,45.0,2464,2474,3191.0
4745283,23.0,947,993,1673.0
4799068,73.0,5590,5355,4279.0
4799415,34.0,758,754,3070.0
4800690,44.0,3929,3929,3632.0
4856132,52.0,1974,1955,3338.0
4858080,80.0,3184,2742,4875.0
4867760,65.0,1455,1326,3793.0
4893455,31.0,1039,1093,2886.0
4904014,53.0,1903,1761,3521.0
4915723,35.0,2114,2123,3065.0
4944554,72.0,4990,4972,4212.0
4958944,71.0,4515,4420,4112.0
4970974,,945,884,3823.0
5067233,80.0,3999,3857,5502.0
5068429,65.0,4176,3632,4397.0
5083320,80.0,5763,5329,4903.0
5092612,73.0,1941,1793,3787.0
5093051,44.0,1901,1640,3802.0
5094784,72.0,4408,4125,3780.0
5099679,62.0,6675,6559,4408.0
5118517,54.0,3056,2798,3828.0
5120604,71.0,2916,2465,3661.0
5150808,80.0,2044,1422,7419.0
5178461,73.0,5994,5734,3753.0
5188148,63.0,3487,3331,3907.0
5200380,80.0,4960,4667,5689.0
5281537,74.0,3086,2821,4054.0
5310422,75.0,2856,2325,4819.0
5323659,54.0,1477,1536,3116.0
5332631,72.0,3772,3705,4050.0
5336312,71.0,1286,1236,3947.0
5346194,73.0,4289,4182,4397.0
5357212,65.0,1355,1180,4163.0
5417925,32.0,1585,1679,2386.0
5435128,65.0,3927,3880,4126.0
5448108,80.0,4843,3188,5129.0
5451144,73.0,1406,1238,3804.0
5485332,61.0,2410,2242,3603.0
5559243,55.0,3561,3251,4305.0
5623607,64.0,3224,2869,4066.0
5625952,21.0,2267,2447,2197.0
5651902,74.0,4010,3657,4714.0
5714839,80.0,6438,6156,4596.0
5743554,71.0,1671,1570,4207.0
5805943,32.0,1892,1748,2356.0
5809537,80.0,4399,3141,5199.0
5814500,51.0,2833,2902,3263.0
5832208,43.0,1670,1479,3100.0
5837502,42.0,617,615,3108.0
5844432,65.0,4931,4843,3763.0
5851927,63.0,3850,3679,3899.0
5871393,,2077,1931,4300.0
5947559,53.0,1493,1557,3292.0
5951116,44.0,428,388,3244.0
5976541,12.0,2894,3067,1373.0
5977116,43.0,1087,1033,3039.0
5998900,62.0,3250,3150,4170.0
6005975,42.0,3492,3396,3723.0
6036692,54.0,4149,4034,3700.0
6083974,73.0,4154,3717,4218.0
6103402,80.0,2669,2151,6505.0
6110660,62.0,2975,2867,3774.0
6116047,73.0,3662,3418,4473.0
6128514,73.0,3749,3534,4522.0
6131286,42.0,1906,1936,3134.0
6143377,51.0,1331,1406,3649.0
6165007,43.0,1669,1688,3048.0
6180840,51.0,4543,4261,3989.0
6199147,80.0,4455,3828,5674.0
6213160,71.0,2758,2596,3590.0
6290442,52.0,1022,836,3143.0
6311459,80.0,3068,2843,4965.0
6333964,53.0,203,184,3076.0
6342687,65.0,3652,3588,4088.0
6405038,54.0,1635,1458,4011.0
6512115,73.0,1835,1758,3572.0
6513929,32.0,1104,1207,2688.0
6537410,33.0,3554,3529,2850.0
6558031,,1263,1253,3922.0
6611766,42.0,1987,2049,2427.0
6619065,73.0,2532,2380,4108.0
6619361,62.0,2579,2535,3636.0
6623016,25.0,2935,3009,2876.0
6641401,80.0,3528,3318,4989.0
6642201,54.0,2548,2373,3481.0
6653333,43.0,2933,2936,3198.0
6669666,80.0,185,77,3778.0
6677889,80.0,853,725,4482.0
6749040,80.0,1017,913,4976.0
6752689,41.0,1265,1239,2837.0
6773141,80.0,11529,10885,5431.0
6790186,73.0,5327,5222,4446.0
6791888,44.0,1124,1117,3257.0
6817904,54.0,2997,2915,3454.0
6922000,80.0,1366,953,7457.0
6935158,25.0,671,689,3128.0
6945052,74.0,3373,3180,4401.0
6995569,80.0,7145,6667,4675.0
7022632,62.0,2349,2328,4314.0
7030221,80.0,3990,3389,4728.0
7033835,80.0,3978,3758,4923.0
7042401,34.0,2374,2324,3068.0
7107482,33.0,4448,4486,3045.0
7167161,45.0,1993,1870,3822.0
7172979,63.0,2049,1823,3501.0
7186312,55.0,4399,4201,3590.0
7195861,80.0,4253,3125,5048.0
7197240,80.0,2084,1873,3986.0
7200747,64.0,4238,4162,4067.0
7300352,33.0,2899,3052,2847.0
7333617,52.0,1815,1771,3824.0
7336035,75.0,3046,2625,4859.0
7353870,72.0,3379,3192,4506.0
7356789,80.0,3397,3228,4545.0
7371504,15.0,467,499,2283.0
7396553,80.0,3952,3754,5403.0
7413397,,1978,1633,4164.0
7439022,80.0,4256,3673,4993.0
7509852,72.0,2901,2452,3590.0
7515154,41.0,2459,2552,3130.0
7555413,51.0,869,682,3471.0
7564436,80.0,4285,3995,4686.0
7577404,63.0,2081,1763,3939.0
7586480,44.0,2956,2815,3489.0
7600495,,3675,1318,4677.0
7606247,31.0,5255,5312,2874.0
7607992,80.0,3422,3157,4586.0
7636729,52.0,429,403,3356.0
7673218,35.0,1559,1608,3225.0
7696271,,1625,1461,4336.0
7713241,44.0,2954,3005,3030.0
7721566,44.0,2169,2038,3415.0
7732096,80.0,2144,2040,4991.0
7774496,74.0,4358,3682,4852.0
7804316,,1708,1718,3594.0
7810583,61.0,891,876,3609.0
7877327,71.0,2591,2570,3854.0
7910302,80.0,3706,3144,5845.0
7929064,41.0,197,187,3252.0
7932121,80.0,4573,3598,5218.0
7935062,75.0,453,427,4159.0
8054672,80.0,3604,3501,5160.0
8084237,80.0,6213,3987,5474.0
8086412,72.0,5139,4419,4101.0
8105331,54.0,234,165,3520.0
8127457,63.0,1612,1617,3926.0
8133567,80.0,4381,4220,4568.0
8135738,72.0,2420,2311,3855.0
8157114,80.0,5783,5476,4749.0
8167410,14.0,273,301,1571.0
8174546,71.0,3353,3240,4246.0
8271653,80.0,3015,2497,4760.0
8280467,15.0,311,352,2108.0
8295692,75.0,1925,1864,4017.0
8319269,,576,590,3422.0
8322143,80.0,3748,3528,4704.0
8356950,22.0,2239,2299,3447.0
8372707,64.0,5154,4565,4362.0
8409623,65.0,3724,3684,3622.0
8419567,54.0,1193,1196,3685.0
8468729,53.0,3765,3595,3309.0
8486142,62.0,4159,3969,4384.0
8493845,44.0,3292,3213,3668.0
8500279,71.0,421,360,3944.0
8553400,80.0,5818,5259,5151.0
8574576,42.0,2615,2580,3130.0
8579446,63.0,3032,2718,3721.0
8585453,45.0,1890,1744,3718.0
8591574,80.0,6810,5280,5176.0
8647429,74.0,1662,1566,3487.0
8657778,65.0,2000,1701,3720.0
8663085,74.0,5290,4831,5001.0
8672303,51.0,2370,2160,2875.0
8686158,72.0,4241,3712,4822.0
8712306,80.0,4312,2980,6426.0
8729314,42.0,1971,1905,2511.0
8817047,64.0,5041,4897,4063.0
8819666,52.0,3192,3142,3909.0
8868256,80.0,4239,3759,4560.0
8919114,51.0,507,575,3695.0
8997355,,2141,2080,3903.0
8999946,41.0,2586,2271,3361.0
9001808,80.0,5005,4673,4617.0
9013580,80.0,2646,2553,5072.0
9113298,72.0,4799,4604,4428.0
9117570,72.0,2725,2389,4768.0
9121885,80.0,1978,1914,4309.0
9132999,35.0,2797,2868,2962.0
9154258,22.0,630,639,2243.0
9155041,33.0,2647,2666,2863.0
9157434,63.0,1671,1586,3299.0
9196866,80.0,3033,2774,4569.0
9240822,80.0,1693,1611,4326.0
9242037,14.0,898,873,2071.0
9321545,51.0,1685,1476,3271.0
9373762,35.0,4866,4905,3154.0
9384582,44.0,4105,3895,3194.0
9403474,80.0,5290,4613,7032.0
9409043,64.0,1446,1354,3810.0
9420894,43.0,769,773,3372.0
9433241,24.0,862,825,2330.0
9448727,65.0,2554,2316,3618.0
9459215,55.0,3282,2795,3609.0
9462103,61.0,3085,3027,3788.0
9517337,53.0,3811,3855,3191.0
9541049,33.0,1869,1962,3050.0
9564607,74.0,7214,5414,5262.0
9580785,21.0,1006,1183,2854.0
9588862,53.0,5952,5890,3389.0
9592659,80.0,1711,1396,4735.0
9623294,,2408,2414,3273.0
9638666,73.0,1066,1020,4142.0
9732355,,191,179,2711.0
9739722,13.0,1410,1549,2126.0
9742724,80.0,5745,5616,4473.0
9766304,75.0,3133,2892,4971.0
9796536,73.0,3059,3076,4104.0
9797431,52.0,2269,2248,3785.0
9807809,80.0,4302,3826,4769.0
9817599,62.0,2390,2406,4051.0
9894332,34.0,1542,1610,2806.0
9927136,71.0,2556,2625,3967.0
9982597,80.0,2909,2445,5162.0
10035422,75.0,3558,3343,4648.0
10124247,54.0,2981,2915,4378.0
10134958,65.0,4841,4633,3574.0
10137917,,2643,2572,3606.0
10148736,80.0,4023,3764,4266.0
10208661,61.0,4894,4325,4014.0
10209206,25.0,3920,3766,2648.0
10286504,80.0,2323,2246,4439.0
10288378,80.0,2577,1990,4825.0
10328554,80.0,3949,3783,4706.0
10355388,35.0,2584,2708,2165.0
10366616,80.0,8082,5157,7719.0
10369563,72.0,2915,2825,3947.0
10388881,80.0,2406,2190,4017.0
10422765,,2124,2100,3722.0
10494852,63.0,6183,5984,4107.0
10511872,75.0,0,1,5862.0
10516239,80.0,4084,2874,4419.0
10532700,44.0,2076,1848,3666.0
10562139,24.0,1391,1431,2986.0
10611399,65.0,1696,1642,3910.0
10659417,73.0,3277,3178,4165.0
10669704,43.0,1950,1837,3837.0
10675351,80.0,3524,3236,3534.0
10679724,71.0,2822,2636,4391.0
10702520,54.0,3526,3613,3796.0
10704888,,2244,2171,3365.0
10711785,75.0,3048,2772,4435.0
10793512,73.0,5442,5271,4410.0
10801396,53.0,2537,2292,3613.0
10803130,,380,422,2410.0
10829938,55.0,1707,1657,3709.0
10867791,61.0,987,974,4116.0
10874707,34.0,1817,1845,2878.0
10876480,63.0,7398,7287,3756.0
10882358,42.0,1762,1859,3334.0
10887435,15.0,873,922,2979.0
10889547,33.0,1099,972,2961.0
10909913,65.0,1939,1964,3809.0
11055643,80.0,6654,6720,4876.0
11085571,73.0,3815,3615,3734.0
11090429,53.0,740,735,3135.0
11094787,75.0,3651,3509,4317.0
11097809,80.0,2881,2756,5037.0
11110209,51.0,1461,1360,3644.0
11116527,54.0,1505,1488,3419.0
11116946,80.0,455,357,3774.0
11149116,71.0,4855,4646,3909.0
11207712,63.0,1754,1636,4306.0
11221148,42.0,2174,2229,2677.0
11226365,31.0,794,937,3329.0
11260454,54.0,5432,5555,3476.0
11274716,80.0,3308,3099,5537.0
11303143,80.0,2941,2768,4145.0
11335196,53.0,3936,3829,3331.0
11338659,73.0,2580,2022,3801.0
11384485,80.0,3550,3362,4606.0
11385572,72.0,3270,3210,4417.0
11398727,80.0,1618,1420,4785.0
11402622,25.0,973,933,3472.0
11456972,52.0,882,707,3166.0
11463657,80.0,3008,2744,4548.0
11468279,71.0,2874,2627,4225.0
11475779,72.0,1308,1258,4046.0
11527463,,3355,3325,3718.0
11534158,63.0,4584,4512,4239.0
11550182,80.0,6075,5042,6356.0
11565696,71.0,557,480,3837.0
11602862,71.0,6670,6480,4493.0
11683581,42.0,6610,6434,3437.0
11695799,12.0,898,1056,1334.0
11713099,74.0,1977,2242,3612.0
11720806,73.0,2598,2318,4540.0
11721055,53.0,97,64,3293.0
11758567,,30,49,4070.0
11760391,80.0,3468,3197,5070.0
11760636,73.0,4631,4536,4379.0
11766181,62.0,2078,1993,4003.0
11767812,80.0,5538,4293,4604.0
11841787,80.0,3043,2932,4053.0
11865327,80.0,5742,4935,6481.0
11880423,74.0,2979,2690,4600.0
11909290,74.0,2188,1942,4045.0
11955672,52.0,1497,1357,3694.0
11960978,75.0,2950,2376,4886.0
11962194,80.0,3972,3813,5425.0
11968782,75.0,2427,2233,4663.0
11975492,80.0,4638,4443,4557.0
11980209,71.0,1919,1437,3993.0
11984011,80.0,6216,5907,5271.0
11984469,53.0,1993,1875,3566.0
11991675,71.0,2716,2510,3715.0
11993139,71.0,3271,2985,3509.0
11999831,43.0,1304,1303,3183.0
12002125,80.0,3915,3508,4740.0
12005995,80.0,1495,1402,4506.0
12010839,35.0,2710,2869,2882.0
12065389,80.0,4155,3862,4709.0
12086599,65.0,2077,1698,3513.0
12088756,43.0,2496,2487,3023.0
12109158,51.0,852,740,2884.0
12126139,61.0,3023,3024,3805.0
12127331,,1316,1263,3890.0
12162965,80.0,3141,2972,4284.0
12167108,74.0,1730,1592,3983.0
12173655,64.0,5655,5478,4198.0
12183283,71.0,2156,2104,4121.0
12192691,73.0,1922,1730,3712.0
12194326,75.0,2558,2431,4352.0
12211974,,246,299,2337.0
12230603,61.0,2324,2264,3575.0
12231202,80.0,3251,2561,7540.0
12241655,71.0,2620,2260,3773.0
12250644,53.0,2175,2144,3354.0
12271880,80.0,3904,3659,4901.0
12279824,80.0,1936,1679,4321.0
12329348,72.0,2609,2484,4450.0
12335314,80.0,3111,2925,4055.0
12360885,75.0,3639,3372,4782.0
12361502,45.0,5561,5356,3865.0
12382181,75.0,3356,3092,4170.0
12391689,80.0,6532,5674,5503.0
12397053,52.0,1904,1949,3492.0
12404891,43.0,2677,2677,3505.0
12452755,61.0,2642,2552,4261.0
12461156,65.0,2735,2539,3836.0
12472928,74.0,1826,1641,3776.0
12484361,74.0,2731,2590,3988.0
12501887,62.0,1281,1125,3699.0
12507051,61.0,324,290,3674.0
12519380,42.0,2241,2280,3938.0
12521390,45.0,763,854,3407.0
12526758,14.0,560,574,1971.0
12549270,,763,762,3361.0
12557167,,437,397,4925.0
12587019,34.0,287,233,2776.0
12599365,75.0,3244,2815,4638.0
12632811,54.0,1435,1428,3675.0
12637703,71.0,3486,3290,4426.0
12668141,52.0,2924,3043,3538.0
12692042,80.0,3127,2729,5674.0
12692813,64.0,2481,2299,4191.0
12713740,61.0,2002,1916,3737.0
12719821,33.0,4753,4763,3066.0
12737675,71.0,1671,1584,3919.0
12802835,73.0,3153,2753,4749.0
12841708,72.0,9690,9483,4595.0
12846230,73.0,3104,2977,4176.0
12853293,72.0,4531,3945,4267.0
12923542,61.0,1435,1351,3467.0
12937121,74.0,5412,5274,4314.0
12962506,22.0,549,547,3173.0
12987628,71.0,3212,3096,3253.0
13059589,45.0,1708,1726,2892.0
13093222,73.0,153,130,3364.0
13129565,72.0,4471,4480,3998.0
13179260,72.0,4242,4068,4319.0
13193081,51.0,3666,3321,3408.0
13210368,71.0,4405,3769,5027.0
13243816,62.0,2552,2434,3180.0
13267703,71.0,4115,3785,4084.0
13275722,80.0,3005,2812,4463.0
13328817,72.0,3362,3172,3674.0
13333373,44.0,1242,1288,3122.0
13356012,21.0,1714,1773,1654.0
13362148,45.0,1766,1658,2764.0
13431935,74.0,1595,1224,4134.0
13526580,51.0,667,675,3565.0
13531542,80.0,5595,3254,5721.0
13534299,75.0,1290,1207,4482.0
13565956,63.0,1553,1433,3994.0
13580312,53.0,3483,3476,3670.0
13642470,80.0,4901,4391,4436.0
13654911,,2875,2631,4421.0
13659762,52.0,884,865,3202.0
13803978,80.0,4251,4229,4704.0
